x1 x2 v a psi kappa t
-1.016084 2.041344 1.120000 0.000000 -1.065204 -2.350000 3.357143
-1.011240 2.032595 1.120000 0.000000 -1.088704 -2.300000 3.366071
-1.006604 2.023735 1.120000 0.000000 -1.111704 -2.250000 3.375000
-1.002173 2.014770 1.120000 0.000000 -1.134204 -2.200000 3.383929
-0.997944 2.005708 1.120000 0.000000 -1.156204 -2.150000 3.392857
-0.993916 1.996555 1.120000 0.000000 -1.177704 -2.100000 3.401786
-0.990085 1.987318 1.120000 0.000000 -1.198704 -2.050000 3.410714
-0.986450 1.978002 1.120000 0.000000 -1.219204 -2.000000 3.419643
-0.983006 1.968614 1.120000 0.000000 -1.239204 -1.950000 3.428571
-0.979750 1.959159 1.120000 0.000000 -1.258704 -1.900000 3.437500
-0.976680 1.949642 1.120000 0.000000 -1.277704 -1.850000 3.446429
-0.973791 1.940068 1.120000 0.000000 -1.296204 -1.800000 3.455357
-0.971079 1.930443 1.120000 0.000000 -1.314204 -1.750000 3.464286
-0.968541 1.920770 1.120000 0.000000 -1.331704 -1.700000 3.473214
-0.966173 1.911055 1.120000 0.000000 -1.348704 -1.650000 3.482143
-0.963970 1.901301 1.120000 0.000000 -1.365204 -1.600000 3.491071
-0.961929 1.891511 1.120000 0.000000 -1.381204 -1.550000 3.500000
-0.960044 1.881690 1.120000 0.000000 -1.396704 -1.500000 3.508929
-0.958312 1.871842 1.120000 0.000000 -1.411704 -1.450000 3.517857
-0.956728 1.861968 1.120000 0.000000 -1.426204 -1.400000 3.526786
-0.955287 1.852072 1.120000 0.000000 -1.440204 -1.350000 3.535714
-0.953985 1.842157 1.120000 0.000000 -1.453704 -1.300000 3.544643
-0.952817 1.832226 1.120000 0.000000 -1.466704 -1.250000 3.553571
-0.951777 1.822280 1.120000 0.000000 -1.479204 -1.200000 3.562500
-0.950863 1.812322 1.120000 0.000000 -1.491204 -1.150000 3.571429
-0.950068 1.802353 1.120000 0.000000 -1.502704 -1.100000 3.580357
-0.949387 1.792377 1.120000 0.000000 -1.513704 -1.050000 3.589286
-0.948817 1.782393 1.120000 0.000000 -1.524204 -1.000000 3.598214
-0.948351 1.772404 1.120000 0.000000 -1.534204 -0.950000 3.607143
-0.947985 1.762411 1.120000 0.000000 -1.543704 -0.900000 3.616071
-0.947714 1.752414 1.120000 0.000000 -1.552704 -0.850000 3.625000
-0.947533 1.742416 1.120000 0.000000 -1.561204 -0.800000 3.633929
-0.947437 1.732416 1.120000 0.000000 -1.569204 -0.750000 3.642857
-0.947421 1.722416 1.120000 0.000000 -1.576704 -0.700000 3.651786
-0.947421 1.712416 1.120000 0.000000 -1.570796 0.000000 3.660714
-0.947421 1.702416 1.120000 0.000000 -1.570796 0.000000 3.669643
-0.947421 1.692416 1.120000 0.000000 -1.570796 0.000000 3.678571
-0.947421 1.682416 1.120000 0.000000 -1.570796 0.000000 3.687500
-0.947421 1.672416 1.120000 0.000000 -1.570796 0.000000 3.696429
-0.947421 1.662416 1.120000 0.000000 -1.570796 0.000000 3.705357
-0.947421 1.652416 1.120000 0.000000 -1.570796 0.000000 3.714286
-0.947421 1.642416 1.120000 0.000000 -1.570796 0.000000 3.723214
-0.947421 1.632416 1.120000 0.000000 -1.570796 0.000000 3.732143
-0.947421 1.622416 1.120000 0.000000 -1.570796 0.000000 3.741071
-0.947421 1.612416 1.120000 0.000000 -1.570796 0.000000 3.750000
-0.947421 1.602416 1.120000 0.000000 -1.570796 0.000000 3.758929
-0.947421 1.592416 1.120000 0.000000 -1.570796 0.000000 3.767857
-0.947421 1.582416 1.120000 0.000000 -1.570796 0.000000 3.776786
-0.947421 1.572416 1.120000 0.000000 -1.570796 0.000000 3.785714
-0.947421 1.562416 1.120000 0.000000 -1.570796 0.000000 3.794643
-0.947421 1.552416 1.120000 0.000000 -1.570796 0.000000 3.803571
-0.947421 1.542416 1.120000 0.000000 -1.570796 0.000000 3.812500
-0.947421 1.532416 1.120000 0.000000 -1.570796 0.000000 3.821429
-0.947421 1.522416 1.120000 0.000000 -1.570796 0.000000 3.830357
-0.947421 1.512416 1.120000 0.000000 -1.570796 0.000000 3.839286
-0.947421 1.502416 1.120000 0.000000 -1.570796 0.000000 3.848214
-0.947421 1.492416 1.120000 0.000000 -1.570796 0.000000 3.857143
-0.947421 1.482416 1.120000 0.000000 -1.570796 0.000000 3.866071
-0.947421 1.472416 1.120000 0.000000 -1.570796 0.000000 3.875000
-0.947421 1.462416 1.120000 0.000000 -1.570796 0.000000 3.883929
-0.947421 1.452416 1.120000 0.000000 -1.570796 0.000000 3.892857
-0.947421 1.442416 1.120000 0.000000 -1.570796 0.000000 3.901786
-0.947421 1.432416 1.120000 0.000000 -1.570796 0.000000 3.910714
-0.947421 1.422416 1.120000 0.000000 -1.570796 0.000000 3.919643
-0.947421 1.412416 1.120000 0.000000 -1.570796 0.050000 3.928571
-0.947421 1.402416 1.120000 0.000000 -1.570296 0.100000 3.937500
-0.947416 1.392416 1.120000 0.000000 -1.569296 0.150000 3.946429
-0.947401 1.382416 1.120000 0.000000 -1.567796 0.200000 3.955357
-0.947371 1.372416 1.120000 0.000000 -1.565796 0.250000 3.964286
-0.947321 1.362416 1.120000 0.000000 -1.563296 0.300000 3.973214
-0.947246 1.352417 1.120000 0.000000 -1.560296 0.350000 3.982143
-0.947141 1.342417 1.120000 0.000000 -1.556796 0.400000 3.991071
-0.947001 1.332418 1.120000 0.000000 -1.552796 0.450000 4.000000
-0.946821 1.322420 1.120000 0.000000 -1.548296 0.500000 4.008929
-0.946597 1.312422 1.120000 0.000000 -1.543296 0.550000 4.017857
-0.946322 1.302426 1.120000 0.000000 -1.537796 0.600000 4.026786
-0.945992 1.292432 1.120000 0.000000 -1.531796 0.650000 4.035714
-0.945602 1.282439 1.120000 0.000000 -1.525296 0.700000 4.044643
-0.945147 1.272450 1.120000 0.000000 -1.518296 0.750000 4.053571
-0.944622 1.262463 1.120000 0.000000 -1.510796 0.800000 4.062500
-0.944022 1.252481 1.120000 0.000000 -1.502796 0.850000 4.071429
-0.943343 1.242504 1.120000 0.000000 -1.494296 0.900000 4.080357
-0.942579 1.232534 1.120000 0.000000 -1.485296 0.950000 4.089286
-0.941725 1.222570 1.120000 0.000000 -1.475796 1.000000 4.098214
-0.940776 1.212615 1.120000 0.000000 -1.465796 1.050000 4.107143
-0.939728 1.202670 1.120000 0.000000 -1.455296 1.100000 4.116071
-0.938576 1.192737 1.120000 0.000000 -1.444296 1.150000 4.125000
-0.937314 1.182817 1.120000 0.000000 -1.432796 1.200000 4.133929
-0.935938 1.172912 1.120000 0.000000 -1.420796 1.250000 4.142857
-0.934444 1.163024 1.120000 0.000000 -1.408296 1.300000 4.151786
-0.932826 1.153156 1.120000 0.000000 -1.395296 1.350000 4.160714
-0.931080 1.143310 1.120000 0.000000 -1.381796 1.400000 4.169643
-0.929201 1.133488 1.120000 0.000000 -1.367796 1.450000 4.178571
-0.927185 1.123693 1.120000 0.000000 -1.353296 1.500000 4.187500
-0.925027 1.113929 1.120000 0.000000 -1.338296 1.550000 4.196429
-0.922723 1.104198 1.120000 0.000000 -1.322796 1.600000 4.205357
-0.920269 1.094504 1.120000 0.000000 -1.306796 1.650000 4.214286
-0.917659 1.084850 1.120000 0.000000 -1.290296 1.700000 4.223214
-0.914891 1.075241 1.120000 0.000000 -1.273296 1.750000 4.232143
-0.911960 1.065680 1.120000 0.000000 -1.255796 1.800000 4.241071
-0.908861 1.056172 1.120000 0.000000 -1.237796 1.850000 4.250000
-0.905593 1.046722 1.120000 0.000000 -1.219296 1.900000 4.258929
-0.902150 1.037333 1.120000 0.000000 -1.200296 1.950000 4.267857
-0.898529 1.028012 1.120000 0.000000 -1.180796 2.000000 4.276786
-0.894727 1.018763 1.120000 0.000000 -1.160796 2.050000 4.285714
-0.890741 1.009591 1.120000 0.000000 -1.140296 2.100000 4.294643
-0.886567 1.000504 1.120000 0.000000 -1.119296 2.150000 4.303571
-0.882204 0.991506 1.120000 0.000000 -1.097796 2.200000 4.312500
-0.877649 0.982604 1.120000 0.000000 -1.075796 2.250000 4.321429
-0.872898 0.973804 1.120000 0.000000 -1.053296 2.300000 4.330357
-0.867951 0.965113 1.120000 0.000000 -1.030296 2.350000 4.339286
-0.862806 0.956539 1.120000 0.000000 -1.006796 2.400000 4.348214
-0.857460 0.948088 1.120000 0.000000 -0.982796 2.450000 4.357143
-0.851913 0.939767 1.120000 0.000000 -0.958296 2.500000 4.366071
-0.846164 0.931585 1.120000 0.000000 -0.933296 2.550000 4.375000
-0.840212 0.923549 1.120000 0.000000 -0.907796 2.600000 4.383929
-0.834057 0.915668 1.120000 0.000000 -0.881796 2.650000 4.392857
-0.827699 0.907949 1.120000 0.000000 -0.855296 2.700000 4.401786
-0.821140 0.900401 1.120000 0.000000 -0.828296 2.750000 4.410714
-0.814378 0.893033 1.120000 0.000000 -0.800796 2.800000 4.419643
-0.807417 0.885854 1.120000 0.000000 -0.772796 2.850000 4.428571
-0.800257 0.878873 1.120000 0.000000 -0.744296 2.900000 4.437500
-0.792902 0.872098 1.120000 0.000000 -0.715296 2.950000 4.446429
-0.785353 0.865540 1.120000 0.000000 -0.685796 3.000000 4.455357
-0.777613 0.859207 1.120000 0.000000 -0.655796 3.050000 4.464286
-0.769688 0.853109 1.120000 0.000000 -0.625296 3.100000 4.473214
-0.761580 0.847256 1.120000 0.000000 -0.594296 3.150000 4.482143
-0.753295 0.841657 1.120000 0.000000 -0.562796 3.200000 4.491071
-0.744837 0.836321 1.120000 0.000000 -0.530796 3.250000 4.500000
-0.736213 0.831259 1.120000 0.000000 -0.498296 3.300000 4.508929
-0.727429 0.826480 1.120000 0.000000 -0.465296 3.350000 4.517857
-0.718492 0.821993 1.120000 0.000000 -0.431796 3.400000 4.526786
-0.709410 0.817808 1.120000 0.000000 -0.397796 3.450000 4.535714
-0.700191 0.813934 1.120000 0.000000 -0.363296 3.500000 4.544643
-0.690843 0.810380 1.120000 0.000000 -0.328296 3.550000 4.553571
-0.681377 0.807156 1.120000 0.000000 -0.292796 3.600000 4.562500
-0.671803 0.804270 1.120000 0.000000 -0.256796 3.650000 4.571429
-0.662131 0.801730 1.120000 0.000000 -0.220296 3.700000 4.580357
-0.652373 0.799545 1.120000 0.000000 -0.183296 3.750000 4.589286
-0.642540 0.797722 1.120000 0.000000 -0.145796 3.800000 4.598214
-0.632646 0.796269 1.120000 0.000000 -0.107796 3.850000 4.607143
-0.622704 0.795193 1.120000 0.000000 -0.069296 3.900000 4.616071
-0.612728 0.794501 1.120000 0.000000 -0.030296 3.950000 4.625000
-0.602733 0.794198 1.120000 0.000000 0.009204 4.000000 4.633929
-0.592733 0.794290 1.120000 0.000000 0.049204 3.950000 4.642857
-0.582745 0.794782 1.120000 0.000000 0.088704 3.900000 4.651786
-0.572785 0.795668 1.120000 0.000000 0.127704 3.850000 4.660714
-0.562866 0.796941 1.120000 0.000000 0.166204 3.800000 4.669643
-0.553004 0.798595 1.120000 0.000000 0.204204 3.750000 4.678571
-0.543212 0.800623 1.120000 0.000000 0.241704 3.700000 4.687500
-0.533502 0.803017 1.120000 0.000000 0.278704 3.650000 4.696429
-0.523888 0.805768 1.120000 0.000000 0.315204 3.600000 4.705357
-0.514381 0.808868 1.120000 0.000000 0.351204 3.550000 4.714286
-0.504991 0.812308 1.120000 0.000000 0.386704 3.500000 4.723214
-0.495730 0.816080 1.120000 0.000000 0.421704 3.450000 4.732143
-0.486606 0.820173 1.120000 0.000000 0.456204 3.400000 4.741071
-0.477628 0.824578 1.120000 0.000000 0.490204 3.350000 4.750000
-0.468806 0.829286 1.120000 0.000000 0.523704 3.300000 4.758929
-0.460146 0.834287 1.120000 0.000000 0.556704 3.250000 4.767857
-0.451656 0.839571 1.120000 0.000000 0.589204 3.200000 4.776786
-0.443343 0.845128 1.120000 0.000000 0.621204 3.150000 4.785714
-0.435211 0.850948 1.120000 0.000000 0.652704 3.100000 4.794643
-0.427266 0.857022 1.120000 0.000000 0.683704 3.050000 4.803571
-0.419514 0.863338 1.120000 0.000000 0.714204 3.000000 4.812500
-0.411958 0.869889 1.120000 0.000000 0.744204 2.950000 4.821429
-0.404601 0.876662 1.120000 0.000000 0.773704 2.900000 4.830357
-0.397448 0.883650 1.120000 0.000000 0.802704 2.850000 4.839286
-0.390501 0.890843 1.120000 0.000000 0.831204 2.800000 4.848214
-0.383761 0.898230 1.120000 0.000000 0.859204 2.750000 4.857143
-0.377230 0.905803 1.120000 0.000000 0.886704 2.700000 4.866071
-0.370911 0.913553 1.120000 0.000000 0.913704 2.650000 4.875000
-0.364802 0.921471 1.120000 0.000000 0.940204 2.600000 4.883929
-0.358906 0.929548 1.120000 0.000000 0.966204 2.550000 4.892857
-0.353222 0.937775 1.120000 0.000000 0.991704 2.500000 4.901786
-0.347749 0.946145 1.120000 0.000000 1.016704 2.450000 4.910714
-0.342488 0.954649 1.120000 0.000000 1.041204 2.400000 4.919643
-0.337436 0.963279 1.120000 0.000000 1.065204 2.350000 4.928571
-0.332592 0.972028 1.120000 0.000000 1.088704 2.300000 4.937500
-0.327956 0.980888 1.120000 0.000000 1.111704 2.250000 4.946429
-0.323525 0.989852 1.120000 0.000000 1.134204 2.200000 4.955357
-0.319296 0.998914 1.120000 0.000000 1.156204 2.150000 4.964286
-0.315268 1.008067 1.120000 0.000000 1.177704 2.100000 4.973214
-0.311438 1.017304 1.120000 0.000000 1.198704 2.050000 4.982143
-0.307802 1.026620 1.120000 0.000000 1.219204 2.000000 4.991071
-0.304358 1.036008 1.120000 0.000000 1.239204 1.950000 5.000000
-0.301102 1.045464 1.120000 0.000000 1.258704 1.900000 5.008929
-0.298032 1.054981 1.120000 0.000000 1.277704 1.850000 5.017857
-0.295143 1.064554 1.120000 0.000000 1.296204 1.800000 5.026786
-0.292431 1.074179 1.120000 0.000000 1.314204 1.750000 5.035714
-0.289893 1.083852 1.120000 0.000000 1.331704 1.700000 5.044643
-0.287525 1.093568 1.120000 0.000000 1.348704 1.650000 5.053571
-0.285322 1.103322 1.120000 0.000000 1.365204 1.600000 5.062500
-0.283281 1.113111 1.120000 0.000000 1.381204 1.550000 5.071429
-0.281396 1.122932 1.120000 0.000000 1.396704 1.500000 5.080357
-0.279664 1.132781 1.120000 0.000000 1.411704 1.450000 5.089286
-0.278080 1.142655 1.120000 0.000000 1.426204 1.400000 5.098214
-0.276639 1.152550 1.120000 0.000000 1.440204 1.350000 5.107143
-0.275337 1.162465 1.120000 0.000000 1.453704 1.300000 5.116071
-0.274169 1.172397 1.120000 0.000000 1.466704 1.250000 5.125000
-0.273130 1.182343 1.120000 0.000000 1.479204 1.200000 5.133929
-0.272215 1.192301 1.120000 0.000000 1.491204 1.150000 5.142857
-0.271420 1.202269 1.120000 0.000000 1.502704 1.100000 5.151786
-0.270740 1.212246 1.120000 0.000000 1.513704 1.050000 5.160714
-0.270169 1.222230 1.120000 0.000000 1.524204 1.000000 5.169643
-0.269703 1.232219 1.120000 0.000000 1.534204 0.950000 5.178571
-0.269337 1.242212 1.120000 0.000000 1.543704 0.900000 5.187500
-0.269066 1.252208 1.120000 0.000000 1.552704 0.850000 5.196429
-0.268885 1.262207 1.120000 0.000000 1.561204 0.800000 5.205357
-0.268790 1.272206 1.120000 0.000000 1.569204 0.750000 5.214286
-0.268774 1.282206 1.120000 0.000000 1.576704 0.700000 5.223214
-0.268774 1.292206 1.120000 0.000000 1.570796 0.000000 5.232143
-0.268774 1.302206 1.120000 0.000000 1.570796 0.000000 5.241071
-0.268774 1.312206 1.120000 0.000000 1.570796 0.000000 5.250000
-0.268774 1.322206 1.120000 0.000000 1.570796 0.000000 5.258929
-0.268774 1.332206 1.120000 0.000000 1.570796 0.000000 5.267857
-0.268774 1.342206 1.120000 0.000000 1.570796 0.000000 5.276786
-0.268774 1.352206 1.120000 0.000000 1.570796 0.000000 5.285714
-0.268774 1.362206 1.120000 0.000000 1.570796 0.000000 5.294643
-0.268774 1.372206 1.120000 0.000000 1.570796 0.000000 5.303571
-0.268774 1.382206 1.120000 0.000000 1.570796 0.000000 5.312500
-0.268774 1.392206 1.120000 0.000000 1.570796 0.000000 5.321429
-0.268774 1.402206 1.120000 0.000000 1.570796 0.000000 5.330357
-0.268774 1.412206 1.120000 0.000000 1.570796 0.000000 5.339286
-0.268774 1.422206 1.120000 0.000000 1.570796 0.000000 5.348214
-0.268774 1.432206 1.120000 0.000000 1.570796 -0.036000 5.357143
-0.268774 1.442206 1.120000 0.000000 1.570436 -0.072000 5.366071
-0.268770 1.452206 1.120000 0.000000 1.569716 -0.108000 5.375000
-0.268759 1.462206 1.120000 0.000000 1.568636 -0.144000 5.383929
-0.268738 1.472206 1.120000 0.000000 1.567196 -0.180000 5.392857
-0.268702 1.482206 1.120000 0.000000 1.565396 -0.216000 5.401786
-0.268648 1.492206 1.120000 0.000000 1.563236 -0.252000 5.410714
-0.268572 1.502206 1.120000 0.000000 1.560716 -0.288000 5.419643
-0.268471 1.512205 1.120000 0.000000 1.557836 -0.324000 5.428571
-0.268342 1.522204 1.120000 0.000000 1.554596 -0.360000 5.437500
-0.268180 1.532203 1.120000 0.000000 1.550996 -0.396000 5.446429
-0.267982 1.542201 1.120000 0.000000 1.547036 -0.432000 5.455357
-0.267744 1.552198 1.120000 0.000000 1.542716 -0.468000 5.464286
-0.267463 1.562194 1.120000 0.000000 1.538036 -0.504000 5.473214
-0.267136 1.572189 1.120000 0.000000 1.532996 -0.540000 5.482143
-0.266758 1.582182 1.120000 0.000000 1.527596 -0.576000 5.491071
-0.266326 1.592173 1.120000 0.000000 1.521836 -0.612000 5.500000
-0.265837 1.602161 1.120000 0.000000 1.515716 -0.648000 5.508929
-0.265286 1.612145 1.120000 0.000000 1.509236 -0.684000 5.517857
-0.264671 1.622126 1.120000 0.000000 1.502396 -0.720000 5.526786
-0.263987 1.632103 1.120000 0.000000 1.495196 -0.756000 5.535714
-0.263232 1.642074 1.120000 0.000000 1.487636 -0.792000 5.544643
-0.262401 1.652040 1.120000 0.000000 1.479716 -0.828000 5.553571
-0.261492 1.661998 1.120000 0.000000 1.471436 -0.864000 5.562500
-0.260500 1.671949 1.120000 0.000000 1.462796 -0.900000 5.571429
-0.259422 1.681891 1.120000 0.000000 1.453796 -0.936000 5.580357
-0.258255 1.691823 1.120000 0.000000 1.444436 -0.972000 5.589286
-0.256994 1.701743 1.120000 0.000000 1.434716 -1.008000 5.598214
-0.255638 1.711650 1.120000 0.000000 1.424636 -1.044000 5.607143
-0.254181 1.721544 1.120000 0.000000 1.414196 -1.080000 5.616071
-0.252622 1.731421 1.120000 0.000000 1.403396 -1.116000 5.625000
-0.250956 1.741282 1.120000 0.000000 1.392236 -1.152000 5.633929
-0.249180 1.751123 1.120000 0.000000 1.380716 -1.188000 5.642857
-0.247290 1.760942 1.120000 0.000000 1.368836 -1.224000 5.651786
-0.245284 1.770739 1.120000 0.000000 1.356596 -1.260000 5.660714
-0.243159 1.780511 1.120000 0.000000 1.343996 -1.296000 5.669643
-0.240910 1.790255 1.120000 0.000000 1.331036 -1.332000 5.678571
-0.238535 1.799969 1.120000 0.000000 1.317716 -1.368000 5.687500
-0.236031 1.809650 1.120000 0.000000 1.304036 -1.404000 5.696429
-0.233395 1.819296 1.120000 0.000000 1.289996 -1.440000 5.705357
-0.230624 1.828905 1.120000 0.000000 1.275596 -1.476000 5.714286
-0.227715 1.838472 1.120000 0.000000 1.260836 -1.512000 5.723214
-0.224665 1.847996 1.120000 0.000000 1.245716 -1.548000 5.732143
-0.221471 1.857472 1.120000 0.000000 1.230236 -1.584000 5.741071
-0.218131 1.866897 1.120000 0.000000 1.214396 -1.620000 5.750000
-0.214642 1.876269 1.120000 0.000000 1.198196 -1.656000 5.758929
-0.211001 1.885583 1.120000 0.000000 1.181636 -1.692000 5.767857
-0.207207 1.894835 1.120000 0.000000 1.164716 -1.728000 5.776786
-0.203257 1.904022 1.120000 0.000000 1.147436 -1.764000 5.785714
-0.199149 1.913139 1.120000 0.000000 1.129796 -1.800000 5.794643
-0.194880 1.922182 1.120000 0.000000 1.111796 -1.836000 5.803571
-0.190450 1.931147 1.120000 0.000000 1.093436 -1.872000 5.812500
-0.185855 1.940029 1.120000 0.000000 1.074716 -1.908000 5.821429
-0.181096 1.948824 1.120000 0.000000 1.055636 -1.944000 5.830357
-0.176169 1.957526 1.120000 0.000000 1.036196 -1.980000 5.839286
-0.171074 1.966131 1.120000 0.000000 1.016396 -2.016000 5.848214
-0.165810 1.974633 1.120000 0.000000 0.996236 -2.052000 5.857143
-0.160375 1.983027 1.120000 0.000000 0.975716 -2.088000 5.866071
-0.154769 1.991308 1.120000 0.000000 0.954836 -2.124000 5.875000
-0.148992 1.999471 1.120000 0.000000 0.933596 -2.160000 5.883929
-0.143042 2.007508 1.120000 0.000000 0.911996 -2.196000 5.892857
-0.136921 2.015415 1.120000 0.000000 0.890036 -2.232000 5.901786
-0.130627 2.023186 1.120000 0.000000 0.867716 -2.268000 5.910714
-0.124161 2.030815 1.120000 0.000000 0.845036 -2.304000 5.919643
-0.117524 2.038295 1.120000 0.000000 0.821996 -2.340000 5.928571
-0.110716 2.045620 1.120000 0.000000 0.798596 -2.376000 5.937500
-0.103739 2.052784 1.120000 0.000000 0.774836 -2.412000 5.946429
-0.096594 2.059780 1.120000 0.000000 0.750716 -2.376000 5.955357
-0.089282 2.066601 1.120000 0.000000 0.726956 -2.340000 5.964286
-0.081810 2.073247 1.120000 0.000000 0.703556 -2.304000 5.973214
-0.074184 2.079717 1.120000 0.000000 0.680516 -2.268000 5.982143
-0.066412 2.086009 1.120000 0.000000 0.657836 -2.232000 5.991071
-0.058499 2.092123 1.120000 0.000000 0.635516 -2.196000 6.000000
-0.050451 2.098059 1.120000 0.000000 0.613556 -2.160000 6.008929
-0.042275 2.103816 1.120000 0.000000 0.591956 -2.124000 6.017857
-0.033977 2.109396 1.120000 0.000000 0.570716 -2.088000 6.026786
-0.025561 2.114799 1.120000 0.000000 0.549836 -2.052000 6.035714
-0.017035 2.120024 1.120000 0.000000 0.529316 -2.016000 6.044643
-0.008404 2.125074 1.120000 0.000000 0.509156 -1.980000 6.053571
0.000328 2.129948 1.120000 0.000000 0.489356 -1.944000 6.062500
0.009154 2.134648 1.120000 0.000000 0.469916 -1.908000 6.071429
0.018070 2.139177 1.120000 0.000000 0.450836 -1.872000 6.080357
0.027071 2.143534 1.120000 0.000000 0.432116 -1.836000 6.089286
0.036152 2.147722 1.120000 0.000000 0.413756 -1.800000 6.098214
0.045308 2.151742 1.120000 0.000000 0.395756 -1.764000 6.107143
0.054535 2.155597 1.120000 0.000000 0.378116 -1.728000 6.116071
0.063829 2.159289 1.120000 0.000000 0.360836 -1.692000 6.125000
0.073185 2.162820 1.120000 0.000000 0.343916 -1.656000 6.133929
0.082599 2.166191 1.120000 0.000000 0.327356 -1.620000 6.142857
0.092068 2.169407 1.120000 0.000000 0.311156 -1.584000 6.151786
0.101588 2.172468 1.120000 0.000000 0.295316 -1.548000 6.160714
0.111155 2.175379 1.120000 0.000000 0.279836 -1.512000 6.169643
0.120766 2.178141 1.120000 0.000000 0.264716 -1.476000 6.178571
0.130418 2.180757 1.120000 0.000000 0.249956 -1.440000 6.187500
0.140107 2.183231 1.120000 0.000000 0.235556 -1.404000 6.196429
0.149831 2.185565 1.120000 0.000000 0.221516 -1.368000 6.205357
0.159586 2.187762 1.120000 0.000000 0.207836 -1.332000 6.214286
0.169371 2.189825 1.120000 0.000000 0.194516 -1.296000 6.223214
0.179183 2.191758 1.120000 0.000000 0.181556 -1.260000 6.232143
0.189018 2.193564 1.120000 0.000000 0.168956 -1.224000 6.241071
0.198876 2.195245 1.120000 0.000000 0.156716 -1.188000 6.250000
0.208753 2.196806 1.120000 0.000000 0.144836 -1.152000 6.258929
0.218649 2.198249 1.120000 0.000000 0.133316 -1.116000 6.267857
0.228560 2.199578 1.120000 0.000000 0.122156 -1.080000 6.276786
0.238485 2.200797 1.120000 0.000000 0.111356 -1.044000 6.285714
0.248423 2.201908 1.120000 0.000000 0.100916 -1.008000 6.294643
0.258373 2.202916 1.120000 0.000000 0.090836 -0.972000 6.303571
0.268331 2.203823 1.120000 0.000000 0.081116 -0.936000 6.312500
0.278298 2.204633 1.120000 0.000000 0.071756 -0.900000 6.321429
0.288273 2.205350 1.120000 0.000000 0.062756 -0.864000 6.330357
0.298253 2.205977 1.120000 0.000000 0.054116 -0.828000 6.339286
0.308238 2.206518 1.120000 0.000000 0.045836 -0.792000 6.348214
0.318228 2.206976 1.120000 0.000000 0.037916 -0.756000 6.357143
0.328221 2.207355 1.120000 0.000000 0.030356 -0.720000 6.366071
0.338216 2.207659 1.120000 0.000000 0.023156 -0.684000 6.375000
0.348213 2.207890 1.120000 0.000000 0.016316 -0.648000 6.383929
0.358212 2.208054 1.120000 0.000000 0.009836 -0.612000 6.392857
0.368212 2.208152 1.120000 0.000000 0.003716 -0.576000 6.401786
0.378211 2.208189 1.120000 0.000000 -0.002044 -0.540000 6.410714
0.388211 2.208189 1.120000 0.000000 0.000000 0.000000 6.419643
0.398211 2.208189 1.120000 0.000000 0.000000 0.000000 6.428571
0.408211 2.208189 1.120000 0.000000 0.000000 0.000000 6.437500
0.418211 2.208189 1.120000 0.000000 0.000000 0.000000 6.446429
0.428211 2.208189 1.120000 0.000000 0.000000 0.000000 6.455357
0.438211 2.208189 1.120000 0.000000 0.000000 0.000000 6.464286
0.448211 2.208189 1.120000 0.000000 0.000000 0.000000 6.473214
0.458211 2.208189 1.120000 0.000000 0.000000 0.000000 6.482143
0.468211 2.208189 1.120000 0.000000 0.000000 0.000000 6.491071
0.478211 2.208189 1.120000 0.000000 0.000000 0.000000 6.500000
0.488211 2.208189 1.120000 0.000000 0.000000 0.000000 6.508929
0.498211 2.208189 1.120000 0.000000 0.000000 0.000000 6.517857
0.508211 2.208189 1.120000 0.000000 0.000000 0.000000 6.526786
0.518211 2.208189 1.120000 0.000000 0.000000 0.000000 6.535714
0.528211 2.208189 1.120000 0.000000 0.000000 0.000000 6.544643
0.538211 2.208189 1.120000 0.000000 0.000000 0.000000 6.553571
0.548211 2.208189 1.120000 0.000000 0.000000 0.000000 6.562500
0.558211 2.208189 1.120000 0.000000 0.000000 0.000000 6.571429
0.568211 2.208189 1.120000 0.000000 0.000000 0.000000 6.580357
0.578211 2.208189 1.120000 0.000000 0.000000 0.000000 6.589286
0.588211 2.208189 1.120000 0.000000 0.000000 0.000000 6.598214
0.598211 2.208189 1.120000 0.000000 0.000000 0.000000 6.607143
0.608211 2.208189 1.120000 0.000000 0.000000 0.000000 6.616071
0.618211 2.208189 1.120000 0.000000 0.000000 0.000000 6.625000
0.628211 2.208189 1.120000 0.000000 0.000000 0.000000 6.633929
0.638211 2.208189 1.120000 0.000000 0.000000 0.000000 6.642857
0.648211 2.208189 1.120000 0.000000 0.000000 0.000000 6.651786
0.658211 2.208189 1.120000 0.000000 0.000000 0.000000 6.660714
0.668211 2.208189 1.120000 0.000000 0.000000 0.000000 6.669643
0.678211 2.208189 1.120000 0.000000 0.000000 0.000000 6.678571
0.688211 2.208189 1.120000 0.000000 0.000000 0.000000 6.687500
0.698211 2.208189 1.120000 0.000000 0.000000 0.000000 6.696429
0.708211 2.208189 1.120000 0.000000 0.000000 0.000000 6.705357
0.718211 2.208189 1.120000 0.000000 0.000000 0.000000 6.714286
0.728211 2.208189 1.120000 0.000000 0.000000 0.000000 6.723214
0.738211 2.208189 1.120000 0.000000 0.000000 0.000000 6.732143
0.748211 2.208189 1.120000 0.000000 0.000000 0.000000 6.741071
0.758211 2.208189 1.120000 0.000000 0.000000 0.000000 6.750000
0.768211 2.208189 1.120000 0.000000 0.000000 0.000000 6.758929
