x1 x2 v a psi kappa t
0.778211 2.208189 1.120000 0.000000 0.000000 0.000000 6.767857
0.788211 2.208189 1.120000 0.000000 0.000000 0.000000 6.776786
0.798211 2.208189 1.120000 0.000000 0.000000 0.000000 6.785714
0.808211 2.208189 1.120000 0.000000 0.000000 0.000000 6.794643
0.818211 2.208189 1.120000 0.000000 0.000000 -0.048970 6.803571
0.828211 2.208189 1.120000 0.000000 -0.000490 -0.097940 6.812500
0.838211 2.208184 1.120000 0.000000 -0.001469 -0.146910 6.821429
0.848211 2.208169 1.120000 0.000000 -0.002938 -0.195880 6.830357
0.858211 2.208140 1.120000 0.000000 -0.004897 -0.244850 6.839286
0.868211 2.208091 1.120000 0.000000 -0.007346 -0.293820 6.848214
0.878211 2.208018 1.120000 0.000000 -0.010284 -0.342790 6.857143
0.888211 2.207915 1.120000 0.000000 -0.013712 -0.391760 6.866071
0.898210 2.207778 1.120000 0.000000 -0.017629 -0.440730 6.875000
0.908208 2.207601 1.120000 0.000000 -0.022037 -0.489700 6.883929
0.918206 2.207381 1.120000 0.000000 -0.026934 -0.538670 6.892857
0.928202 2.207112 1.120000 0.000000 -0.032320 -0.587640 6.901786
0.938197 2.206789 1.120000 0.000000 -0.038197 -0.636610 6.910714
0.948189 2.206407 1.120000 0.000000 -0.044563 -0.685580 6.919643
0.958180 2.205961 1.120000 0.000000 -0.051419 -0.734550 6.928571
0.968166 2.205447 1.120000 0.000000 -0.058764 -0.783520 6.937500
0.978149 2.204860 1.120000 0.000000 -0.066599 -0.832490 6.946429
0.988127 2.204195 1.120000 0.000000 -0.074924 -0.881460 6.955357
0.998099 2.203446 1.120000 0.000000 -0.083739 -0.930430 6.964286
1.008064 2.202610 1.120000 0.000000 -0.093043 -0.979400 6.973214
1.018021 2.201681 1.120000 0.000000 -0.102837 -1.028370 6.982143
1.027968 2.200654 1.120000 0.000000 -0.113121 -1.077340 6.991071
1.037904 2.199525 1.120000 0.000000 -0.123894 -1.126310 7.000000
1.047827 2.198289 1.120000 0.000000 -0.135157 -1.175280 7.008929
1.057736 2.196942 1.120000 0.000000 -0.146910 -1.224250 7.017857
1.067628 2.195478 1.120000 0.000000 -0.159152 -1.273220 7.026786
1.077502 2.193893 1.120000 0.000000 -0.171885 -1.322190 7.035714
1.087354 2.192183 1.120000 0.000000 -0.185107 -1.371160 7.044643
1.097184 2.190342 1.120000 0.000000 -0.198818 -1.420130 7.053571
1.106987 2.188367 1.120000 0.000000 -0.213019 -1.469100 7.062500
1.116761 2.186253 1.120000 0.000000 -0.227710 -1.518070 7.071429
1.126502 2.183996 1.120000 0.000000 -0.242891 -1.567040 7.080357
1.136209 2.181591 1.120000 0.000000 -0.258562 -1.616010 7.089286
1.145877 2.179034 1.120000 0.000000 -0.274722 -1.664980 7.098214
1.155502 2.176321 1.120000 0.000000 -0.291371 -1.713950 7.107143
1.165080 2.173448 1.120000 0.000000 -0.308511 -1.762920 7.116071
1.174608 2.170412 1.120000 0.000000 -0.326140 -1.811890 7.125000
1.184081 2.167208 1.120000 0.000000 -0.344259 -1.860860 7.133929
1.193494 2.163833 1.120000 0.000000 -0.362868 -1.909830 7.142857
1.202843 2.160283 1.120000 0.000000 -0.381966 -1.958800 7.151786
1.212122 2.156556 1.120000 0.000000 -0.401554 -2.007770 7.160714
1.221327 2.152647 1.120000 0.000000 -0.421632 -2.056740 7.169643
1.230451 2.148555 1.120000 0.000000 -0.442199 -2.105710 7.178571
1.239489 2.144276 1.120000 0.000000 -0.463256 -2.154680 7.187500
1.248435 2.139807 1.120000 0.000000 -0.484803 -2.203650 7.196429
1.257283 2.135147 1.120000 0.000000 -0.506839 -2.252620 7.205357
1.266026 2.130292 1.120000 0.000000 -0.529366 -2.301590 7.214286
1.274657 2.125243 1.120000 0.000000 -0.552382 -2.350560 7.223214
1.283170 2.119995 1.120000 0.000000 -0.575887 -2.399530 7.232143
1.291557 2.114550 1.120000 0.000000 -0.599882 -2.448500 7.241071
1.299811 2.108904 1.120000 0.000000 -0.624367 -2.497470 7.250000
1.307924 2.103058 1.120000 0.000000 -0.649342 -2.546440 7.258929
1.315889 2.097012 1.120000 0.000000 -0.674807 -2.595410 7.267857
1.323697 2.090764 1.120000 0.000000 -0.700761 -2.644380 7.276786
1.331341 2.084316 1.120000 0.000000 -0.727204 -2.693350 7.285714
1.338811 2.077668 1.120000 0.000000 -0.754138 -2.742320 7.294643
1.346100 2.070822 1.120000 0.000000 -0.781561 -2.791290 7.303571
1.353198 2.063778 1.120000 0.000000 -0.809474 -2.840260 7.312500
1.360097 2.056539 1.120000 0.000000 -0.837877 -2.889230 7.321429
1.366787 2.049106 1.120000 0.000000 -0.866769 -2.938200 7.330357
1.373260 2.041484 1.120000 0.000000 -0.896151 -2.987170 7.339286
1.379506 2.033675 1.120000 0.000000 -0.926023 -3.036140 7.348214
1.385516 2.025682 1.120000 0.000000 -0.956384 -3.085110 7.357143
1.391281 2.017511 1.120000 0.000000 -0.987235 -3.134080 7.366071
1.396791 2.009166 1.120000 0.000000 -1.018576 -3.183050 7.375000
1.402037 2.000653 1.120000 0.000000 -1.050407 -3.232020 7.383929
1.407009 1.991976 1.120000 0.000000 -1.082727 -3.280990 7.392857
1.411698 1.983144 1.120000 0.000000 -1.115537 -3.329960 7.401786
1.416095 1.974163 1.120000 0.000000 -1.148836 -3.378930 7.410714
1.420191 1.965040 1.120000 0.000000 -1.182626 -3.427900 7.419643
1.423976 1.955784 1.120000 0.000000 -1.216905 -3.476870 7.428571
1.427441 1.946403 1.120000 0.000000 -1.251673 -3.525840 7.437500
1.430579 1.936908 1.120000 0.000000 -1.286932 -3.574810 7.446429
1.433379 1.927308 1.120000 0.000000 -1.322680 -3.623780 7.455357
1.435835 1.917615 1.120000 0.000000 -1.358918 -3.672750 7.464286
1.437938 1.907838 1.120000 0.000000 -1.395645 -3.721720 7.473214
1.439681 1.897991 1.120000 0.000000 -1.432862 -3.770690 7.482143
1.441056 1.888086 1.120000 0.000000 -1.470569 -3.819660 7.491071
1.442056 1.878136 1.120000 0.000000 -1.508766 -3.868630 7.500000
1.442676 1.868156 1.120000 0.000000 -1.547452 -3.917600 7.508929
1.442909 1.858158 1.120000 0.000000 -1.586628 -3.966570 7.517857
1.442751 1.848160 1.120000 0.000000 -1.626294 -3.917600 7.526786
1.442196 1.838175 1.120000 0.000000 -1.665470 -3.868630 7.535714
1.441251 1.828220 1.120000 0.000000 -1.704156 -3.819660 7.544643
1.439922 1.818309 1.120000 0.000000 -1.742353 -3.770690 7.553571
1.438214 1.808455 1.120000 0.000000 -1.780060 -3.721720 7.562500
1.436137 1.798674 1.120000 0.000000 -1.817277 -3.672750 7.571429
1.433697 1.788976 1.120000 0.000000 -1.854004 -3.623780 7.580357
1.430903 1.779374 1.120000 0.000000 -1.890242 -3.574810 7.589286
1.427762 1.769880 1.120000 0.000000 -1.925990 -3.525840 7.598214
1.424285 1.760504 1.120000 0.000000 -1.961249 -3.476870 7.607143
1.420478 1.751257 1.120000 0.000000 -1.996017 -3.427900 7.616071
1.416353 1.742147 1.120000 0.000000 -2.030296 -3.378930 7.625000
1.411918 1.733185 1.120000 0.000000 -2.064086 -3.329960 7.633929
1.407183 1.724377 1.120000 0.000000 -2.097385 -3.280990 7.642857
1.402157 1.715732 1.120000 0.000000 -2.130195 -3.232020 7.651786
1.396850 1.707256 1.120000 0.000000 -2.162515 -3.183050 7.660714
1.391272 1.698956 1.120000 0.000000 -2.194346 -3.134080 7.669643
1.385433 1.690838 1.120000 0.000000 -2.225687 -3.085110 7.678571
1.379343 1.682907 1.120000 0.000000 -2.256538 -3.036140 7.687500
1.373010 1.675167 1.120000 0.000000 -2.286899 -2.987170 7.696429
1.366446 1.667624 1.120000 0.000000 -2.316771 -2.938200 7.705357
1.359659 1.660279 1.120000 0.000000 -2.346153 -2.889230 7.714286
1.352659 1.653138 1.120000 0.000000 -2.375045 -2.840260 7.723214
1.345456 1.646201 1.120000 0.000000 -2.403448 -2.791290 7.732143
1.338059 1.639472 1.120000 0.000000 -2.431361 -2.742320 7.741071
1.330477 1.632952 1.120000 0.000000 -2.458784 -2.693350 7.750000
1.322719 1.626642 1.120000 0.000000 -2.485717 -2.644380 7.758929
1.314793 1.620543 1.120000 0.000000 -2.512161 -2.595410 7.767857
1.306710 1.614657 1.120000 0.000000 -2.538115 -2.546440 7.776786
1.298476 1.608982 1.120000 0.000000 -2.563580 -2.497470 7.785714
1.290101 1.603518 1.120000 0.000000 -2.588554 -2.448500 7.794643
1.281591 1.598265 1.120000 0.000000 -2.613039 -2.399530 7.803571
1.272956 1.593222 1.120000 0.000000 -2.637035 -2.350560 7.812500
1.264202 1.588388 1.120000 0.000000 -2.660540 -2.301590 7.821429
1.255337 1.583761 1.120000 0.000000 -2.683556 -2.252620 7.830357
1.246368 1.579339 1.120000 0.000000 -2.706082 -2.203650 7.839286
1.237301 1.575120 1.120000 0.000000 -2.728119 -2.154680 7.848214
1.228144 1.571102 1.120000 0.000000 -2.749666 -2.105710 7.857143
1.218902 1.567283 1.120000 0.000000 -2.770723 -2.056740 7.866071
1.209582 1.563658 1.120000 0.000000 -2.791290 -2.007770 7.875000
1.200189 1.560227 1.120000 0.000000 -2.811368 -1.958800 7.883929
1.190730 1.556984 1.120000 0.000000 -2.830956 -1.909830 7.892857
1.181208 1.553927 1.120000 0.000000 -2.850054 -1.860860 7.901786
1.171630 1.551053 1.120000 0.000000 -2.868663 -1.811890 7.910714
1.162000 1.548358 1.120000 0.000000 -2.886782 -1.762920 7.919643
1.152323 1.545837 1.120000 0.000000 -2.904411 -1.713950 7.928571
1.142603 1.543487 1.120000 0.000000 -2.921550 -1.664980 7.937500
1.132844 1.541305 1.120000 0.000000 -2.938200 -1.616010 7.946429
1.123050 1.539285 1.120000 0.000000 -2.954360 -1.567040 7.955357
1.113225 1.537423 1.120000 0.000000 -2.970031 -1.518070 7.964286
1.103372 1.535716 1.120000 0.000000 -2.985211 -1.469100 7.973214
1.093494 1.534159 1.120000 0.000000 -2.999902 -1.420130 7.982143
1.083594 1.532746 1.120000 0.000000 -3.014104 -1.371160 7.991071
1.073675 1.531475 1.120000 0.000000 -3.027815 -1.322190 8.000000
1.063740 1.530340 1.120000 0.000000 -3.041037 -1.273220 8.008929
1.053791 1.529336 1.120000 0.000000 -3.053769 -1.224250 8.017857
1.043829 1.528459 1.120000 0.000000 -3.066012 -1.175280 8.026786
1.033858 1.527704 1.120000 0.000000 -3.077765 -1.126310 8.035714
1.023878 1.527066 1.120000 0.000000 -3.089028 -1.077340 8.044643
1.013892 1.526540 1.120000 0.000000 -3.099801 -1.028370 8.053571
1.003901 1.526123 1.120000 0.000000 -3.110085 -0.979400 8.062500
0.993906 1.525808 1.120000 0.000000 -3.119879 -0.930430 8.071429
0.983908 1.525590 1.120000 0.000000 -3.129183 -0.881460 8.080357
0.973909 1.525466 1.120000 0.000000 -3.137998 -0.832490 8.089286
0.963909 1.525430 1.120000 0.000000 -3.146323 -0.783520 8.098214
0.953909 1.525430 1.120000 0.000000 -3.141593 0.000000 8.107143
0.943909 1.525430 1.120000 0.000000 -3.141593 0.000000 8.116071
0.933909 1.525430 1.120000 0.000000 -3.141593 0.000000 8.125000
0.923909 1.525430 1.120000 0.000000 -3.141593 0.000000 8.133929
0.913909 1.525430 1.120000 0.000000 -3.141593 0.000000 8.142857
0.903909 1.525430 1.120000 0.000000 -3.141593 0.000000 8.151786
0.893909 1.525430 1.120000 0.000000 -3.141593 0.000000 8.160714
0.883909 1.525430 1.120000 0.000000 -3.141593 0.000000 8.169643
0.873909 1.525430 1.120000 0.000000 -3.141593 0.000000 8.178571
0.863909 1.525430 1.120000 0.000000 -3.141593 0.000000 8.187500
0.853909 1.525430 1.120000 0.000000 -3.141593 0.000000 8.196429
0.843909 1.525430 1.120000 0.000000 -3.141593 0.000000 8.205357
0.833909 1.525430 1.120000 0.000000 -3.141593 0.048970 8.214286
0.823909 1.525430 1.120000 0.000000 -3.141103 0.097940 8.223214
0.813909 1.525426 1.120000 0.000000 -3.140124 0.146910 8.232143
0.803909 1.525411 1.120000 0.000000 -3.138654 0.195880 8.241071
0.793909 1.525381 1.120000 0.000000 -3.136696 0.244850 8.250000
0.783909 1.525332 1.120000 0.000000 -3.134247 0.293820 8.258929
0.773909 1.525259 1.120000 0.000000 -3.131309 0.342790 8.267857
0.763910 1.525156 1.120000 0.000000 -3.127881 0.391760 8.276786
0.753911 1.525019 1.120000 0.000000 -3.123963 0.440730 8.285714
0.743912 1.524843 1.120000 0.000000 -3.119556 0.489700 8.294643
0.733915 1.524622 1.120000 0.000000 -3.114659 0.538670 8.303571
0.723918 1.524353 1.120000 0.000000 -3.109272 0.587640 8.312500
0.713924 1.524030 1.120000 0.000000 -3.103396 0.636610 8.321429
0.703931 1.523648 1.120000 0.000000 -3.097030 0.685580 8.330357
0.693941 1.523203 1.120000 0.000000 -3.090174 0.734550 8.339286
0.683954 1.522689 1.120000 0.000000 -3.082829 0.783520 8.348214
0.673971 1.522101 1.120000 0.000000 -3.074993 0.832490 8.357143
0.663993 1.521436 1.120000 0.000000 -3.066669 0.881460 8.366071
0.654021 1.520687 1.120000 0.000000 -3.057854 0.930430 8.375000
0.644057 1.519851 1.120000 0.000000 -3.048550 0.979400 8.383929
0.634100 1.518922 1.120000 0.000000 -3.038756 1.028370 8.392857
0.624153 1.517895 1.120000 0.000000 -3.028472 1.077340 8.401786
0.614217 1.516767 1.120000 0.000000 -3.017699 1.126310 8.410714
0.604293 1.515531 1.120000 0.000000 -3.006435 1.175280 8.419643
0.594384 1.514183 1.120000 0.000000 -2.994683 1.224250 8.428571
0.584492 1.512719 1.120000 0.000000 -2.982440 1.273220 8.437500
0.574618 1.511135 1.120000 0.000000 -2.969708 1.322190 8.446429
0.564766 1.509424 1.120000 0.000000 -2.956486 1.371160 8.455357
0.554937 1.507584 1.120000 0.000000 -2.942774 1.420130 8.464286
0.545134 1.505609 1.120000 0.000000 -2.928573 1.469100 8.473214
0.535360 1.503494 1.120000 0.000000 -2.913882 1.518070 8.482143
0.525618 1.501237 1.120000 0.000000 -2.898701 1.567040 8.491071
0.515911 1.498832 1.120000 0.000000 -2.883031 1.616010 8.500000
0.506244 1.496275 1.120000 0.000000 -2.866871 1.664980 8.508929
0.496619 1.493562 1.120000 0.000000 -2.850221 1.713950 8.517857
0.487040 1.490690 1.120000 0.000000 -2.833082 1.762920 8.526786
0.477512 1.487653 1.120000 0.000000 -2.815452 1.811890 8.535714
0.468040 1.484449 1.120000 0.000000 -2.797334 1.860860 8.544643
0.458626 1.481074 1.120000 0.000000 -2.778725 1.909830 8.553571
0.449277 1.477525 1.120000 0.000000 -2.759627 1.958800 8.562500
0.439998 1.473797 1.120000 0.000000 -2.740039 2.007770 8.571429
0.430794 1.469889 1.120000 0.000000 -2.719961 2.056740 8.580357
0.421669 1.465796 1.120000 0.000000 -2.699394 2.105710 8.589286
0.412631 1.461517 1.120000 0.000000 -2.678336 2.154680 8.598214
0.403685 1.457048 1.120000 0.000000 -2.656790 2.203650 8.607143
0.394837 1.452388 1.120000 0.000000 -2.634753 2.252620 8.616071
0.386095 1.447534 1.120000 0.000000 -2.612227 2.301590 8.625000
0.377463 1.442484 1.120000 0.000000 -2.589211 2.350560 8.633929
0.368951 1.437237 1.120000 0.000000 -2.565705 2.399530 8.642857
0.360564 1.431791 1.120000 0.000000 -2.541710 2.448500 8.651786
0.352310 1.426146 1.120000 0.000000 -2.517225 2.497470 8.660714
0.344196 1.420300 1.120000 0.000000 -2.492250 2.546440 8.669643
0.336231 1.414253 1.120000 0.000000 -2.466786 2.595410 8.678571
0.328423 1.408006 1.120000 0.000000 -2.440832 2.644380 8.687500
0.320780 1.401558 1.120000 0.000000 -2.414388 2.693350 8.696429
0.313309 1.394910 1.120000 0.000000 -2.387455 2.742320 8.705357
0.306021 1.388063 1.120000 0.000000 -2.360031 2.791290 8.714286
0.298922 1.381019 1.120000 0.000000 -2.332119 2.840260 8.723214
0.292024 1.373780 1.120000 0.000000 -2.303716 2.889230 8.732143
0.285333 1.366348 1.120000 0.000000 -2.274824 2.938200 8.741071
0.278860 1.358725 1.120000 0.000000 -2.245442 2.987170 8.750000
0.272614 1.350916 1.120000 0.000000 -2.215570 3.036140 8.758929
0.266604 1.342924 1.120000 0.000000 -2.185209 3.085110 8.767857
0.260839 1.334753 1.120000 0.000000 -2.154357 3.134080 8.776786
0.255329 1.326408 1.120000 0.000000 -2.123017 3.183050 8.785714
0.250083 1.317894 1.120000 0.000000 -2.091186 3.232020 8.794643
0.245111 1.309218 1.120000 0.000000 -2.058866 3.280990 8.803571
0.240422 1.300385 1.120000 0.000000 -2.026056 3.329960 8.812500
0.236025 1.291404 1.120000 0.000000 -1.992756 3.378930 8.821429
0.231929 1.282281 1.120000 0.000000 -1.958967 3.427900 8.830357
0.228145 1.273025 1.120000 0.000000 -1.924688 3.476870 8.839286
0.224679 1.263645 1.120000 0.000000 -1.889919 3.525840 8.848214
0.221542 1.254150 1.120000 0.000000 -1.854661 3.574810 8.857143
0.218741 1.244550 1.120000 0.000000 -1.818913 3.623780 8.866071
0.216285 1.234856 1.120000 0.000000 -1.782675 3.672750 8.875000
0.214182 1.225080 1.120000 0.000000 -1.745948 3.721720 8.883929
0.212440 1.215233 1.120000 0.000000 -1.708730 3.770690 8.892857
0.211065 1.205328 1.120000 0.000000 -1.671024 3.819660 8.901786
0.210064 1.195378 1.120000 0.000000 -1.632827 3.868630 8.910714
0.209444 1.185397 1.120000 0.000000 -1.594141 3.917600 8.919643
0.209211 1.175400 1.120000 0.000000 -1.554965 3.966570 8.928571
0.209369 1.165401 1.120000 0.000000 -1.515299 3.917600 8.937500
0.209924 1.155416 1.120000 0.000000 -1.476123 3.868630 8.946429
0.210869 1.145461 1.120000 0.000000 -1.437437 3.819660 8.955357
0.212199 1.135550 1.120000 0.000000 -1.399240 3.770690 8.964286
0.213906 1.125697 1.120000 0.000000 -1.361533 3.721720 8.973214
0.215983 1.115915 1.120000 0.000000 -1.324316 3.672750 8.982143
0.218423 1.106217 1.120000 0.000000 -1.287588 3.623780 8.991071
0.221218 1.096615 1.120000 0.000000 -1.251351 3.574810 9.000000
0.224358 1.087121 1.120000 0.000000 -1.215603 3.525840 9.008929
0.227836 1.077746 1.120000 0.000000 -1.180344 3.476870 9.017857
0.231642 1.068498 1.120000 0.000000 -1.145575 3.427900 9.026786
0.235767 1.059389 1.120000 0.000000 -1.111296 3.378930 9.035714
0.240202 1.050426 1.120000 0.000000 -1.077507 3.329960 9.044643
0.244937 1.041618 1.120000 0.000000 -1.044208 3.280990 9.053571
0.249963 1.032973 1.120000 0.000000 -1.011398 3.232020 9.062500
0.255270 1.024497 1.120000 0.000000 -0.979077 3.183050 9.071429
0.260848 1.016197 1.120000 0.000000 -0.947247 3.134080 9.080357
0.266687 1.008079 1.120000 0.000000 -0.915906 3.085110 9.089286
0.272778 1.000148 1.120000 0.000000 -0.885055 3.036140 9.098214
0.279110 0.992409 1.120000 0.000000 -0.854694 2.987170 9.107143
0.285675 0.984865 1.120000 0.000000 -0.824822 2.938200 9.116071
0.292462 0.977521 1.120000 0.000000 -0.795440 2.889230 9.125000
0.299461 0.970379 1.120000 0.000000 -0.766548 2.840260 9.133929
0.306664 0.963442 1.120000 0.000000 -0.738145 2.791290 9.142857
0.314062 0.956713 1.120000 0.000000 -0.710232 2.742320 9.151786
0.321644 0.950193 1.120000 0.000000 -0.682809 2.693350 9.160714
0.329402 0.943883 1.120000 0.000000 -0.655875 2.644380 9.169643
0.337327 0.937785 1.120000 0.000000 -0.629432 2.595410 9.178571
0.345410 0.931898 1.120000 0.000000 -0.603478 2.546440 9.187500
0.353644 0.926223 1.120000 0.000000 -0.578013 2.497470 9.196429
0.362020 0.920759 1.120000 0.000000 -0.553038 2.448500 9.205357
0.370529 0.915507 1.120000 0.000000 -0.528553 2.399530 9.214286
0.379164 0.910464 1.120000 0.000000 -0.504558 2.350560 9.223214
0.387918 0.905629 1.120000 0.000000 -0.481053 2.301590 9.232143
0.396783 0.901002 1.120000 0.000000 -0.458037 2.252620 9.241071
0.405752 0.896580 1.120000 0.000000 -0.435510 2.203650 9.250000
0.414819 0.892362 1.120000 0.000000 -0.413474 2.154680 9.258929
0.423976 0.888344 1.120000 0.000000 -0.391927 2.105710 9.267857
0.433218 0.884524 1.120000 0.000000 -0.370870 2.056740 9.276786
0.442538 0.880900 1.120000 0.000000 -0.350303 2.007770 9.285714
0.451931 0.877468 1.120000 0.000000 -0.330225 1.958800 9.294643
0.461391 0.874225 1.120000 0.000000 -0.310637 1.909830 9.303571
0.470912 0.871169 1.120000 0.000000 -0.291539 1.860860 9.312500
0.480490 0.868295 1.120000 0.000000 -0.272930 1.811890 9.321429
0.490120 0.865599 1.120000 0.000000 -0.254811 1.762920 9.330357
0.499797 0.863078 1.120000 0.000000 -0.237182 1.713950 9.339286
0.509517 0.860729 1.120000 0.000000 -0.220042 1.664980 9.348214
0.519276 0.858546 1.120000 0.000000 -0.203393 1.616010 9.357143
0.529070 0.856526 1.120000 0.000000 -0.187233 1.567040 9.366071
0.538895 0.854665 1.120000 0.000000 -0.171562 1.518070 9.375000
0.548748 0.852957 1.120000 0.000000 -0.156381 1.469100 9.383929
0.558626 0.851400 1.120000 0.000000 -0.141690 1.420130 9.392857
0.568526 0.849988 1.120000 0.000000 -0.127489 1.371160 9.401786
0.578445 0.848716 1.120000 0.000000 -0.113778 1.322190 9.410714
0.588380 0.847581 1.120000 0.000000 -0.100556 1.273220 9.419643
0.598330 0.846577 1.120000 0.000000 -0.087823 1.224250 9.428571
0.608291 0.845700 1.120000 0.000000 -0.075581 1.175280 9.437500
0.618263 0.844945 1.120000 0.000000 -0.063828 1.126310 9.446429
0.628242 0.844307 1.120000 0.000000 -0.052565 1.077340 9.455357
0.638228 0.843782 1.120000 0.000000 -0.041792 1.028370 9.464286
0.648220 0.843364 1.120000 0.000000 -0.031508 0.979400 9.473214
0.658215 0.843049 1.120000 0.000000 -0.021714 0.930430 9.482143
0.668212 0.842832 1.120000 0.000000 -0.012410 0.881460 9.491071
0.678212 0.842708 1.120000 0.000000 -0.003595 0.832490 9.500000
0.688211 0.842672 1.120000 0.000000 0.004730 0.783520 9.508929
0.698211 0.842672 1.120000 0.000000 0.000000 0.000000 9.517857
0.708211 0.842672 1.120000 0.000000 0.000000 0.000000 9.526786
0.718211 0.842672 1.120000 0.000000 0.000000 0.000000 9.535714
0.728211 0.842672 1.120000 0.000000 0.000000 0.000000 9.544643
0.738211 0.842672 1.120000 0.000000 0.000000 0.000000 9.553571
0.748211 0.842672 1.120000 0.000000 0.000000 0.000000 9.562500
0.758211 0.842672 1.120000 0.000000 0.000000 0.000000 9.571429
0.768211 0.842672 1.120000 0.000000 0.000000 0.000000 9.580357
0.778211 0.842672 1.120000 0.000000 0.000000 0.000000 9.589286
0.788211 0.842672 1.120000 0.000000 0.000000 0.000000 9.598214
0.798211 0.842672 1.120000 0.000000 0.000000 0.000000 9.607143
0.808211 0.842672 1.120000 0.000000 0.000000 0.000000 9.616071
0.818211 0.842672 1.120000 0.000000 0.000000 0.000000 9.625000
0.828211 0.842672 1.120000 0.000000 0.000000 0.000000 9.633929
0.838211 0.842672 1.120000 0.000000 0.000000 0.000000 9.642857
0.848211 0.842672 1.120000 0.000000 0.000000 0.000000 9.651786
0.858211 0.842672 1.120000 0.000000 0.000000 0.000000 9.660714
0.868211 0.842672 1.120000 0.000000 0.000000 -0.048970 9.669643
0.878211 0.842672 1.120000 0.000000 -0.000490 -0.097940 9.678571
0.888211 0.842667 1.120000 0.000000 -0.001469 -0.146910 9.687500
0.898211 0.842652 1.120000 0.000000 -0.002938 -0.195880 9.696429
0.908211 0.842623 1.120000 0.000000 -0.004897 -0.244850 9.705357
0.918211 0.842574 1.120000 0.000000 -0.007346 -0.293820 9.714286
0.928211 0.842500 1.120000 0.000000 -0.010284 -0.342790 9.723214
0.938211 0.842398 1.120000 0.000000 -0.013712 -0.391760 9.732143
0.948210 0.842260 1.120000 0.000000 -0.017629 -0.440730 9.741071
0.958208 0.842084 1.120000 0.000000 -0.022037 -0.489700 9.750000
0.968206 0.841864 1.120000 0.000000 -0.026934 -0.538670 9.758929
0.978202 0.841595 1.120000 0.000000 -0.032320 -0.587640 9.767857
0.988197 0.841271 1.120000 0.000000 -0.038197 -0.636610 9.776786
0.998189 0.840889 1.120000 0.000000 -0.044563 -0.685580 9.785714
1.008180 0.840444 1.120000 0.000000 -0.051419 -0.734550 9.794643
1.018166 0.839930 1.120000 0.000000 -0.058764 -0.783520 9.803571
1.028149 0.839343 1.120000 0.000000 -0.066599 -0.832490 9.812500
1.038127 0.838677 1.120000 0.000000 -0.074924 -0.881460 9.821429
1.048099 0.837929 1.120000 0.000000 -0.083739 -0.930430 9.830357
1.058064 0.837092 1.120000 0.000000 -0.093043 -0.979400 9.839286
1.068021 0.836163 1.120000 0.000000 -0.102837 -1.028370 9.848214
1.077968 0.835137 1.120000 0.000000 -0.113121 -1.077340 9.857143
1.087904 0.834008 1.120000 0.000000 -0.123894 -1.126310 9.866071
1.097827 0.832772 1.120000 0.000000 -0.135157 -1.175280 9.875000
1.107736 0.831425 1.120000 0.000000 -0.146910 -1.224250 9.883929
1.117628 0.829961 1.120000 0.000000 -0.159152 -1.273220 9.892857
1.127502 0.828376 1.120000 0.000000 -0.171885 -1.322190 9.901786
1.137354 0.826666 1.120000 0.000000 -0.185107 -1.371160 9.910714
1.147184 0.824825 1.120000 0.000000 -0.198818 -1.420130 9.919643
1.156987 0.822850 1.120000 0.000000 -0.213019 -1.469100 9.928571
1.166761 0.820736 1.120000 0.000000 -0.227710 -1.518070 9.937500
1.176502 0.818478 1.120000 0.000000 -0.242891 -1.567040 9.946429
1.186209 0.816073 1.120000 0.000000 -0.258562 -1.616010 9.955357
1.195877 0.813516 1.120000 0.000000 -0.274722 -1.664980 9.964286
1.205502 0.810804 1.120000 0.000000 -0.291371 -1.713950 9.973214
1.215080 0.807931 1.120000 0.000000 -0.308511 -1.762920 9.982143
1.224608 0.804895 1.120000 0.000000 -0.326140 -1.811890 9.991071
1.234081 0.801691 1.120000 0.000000 -0.344259 -1.860860 10.000000
1.243494 0.798316 1.120000 0.000000 -0.362868 -1.909830 10.008929
1.252843 0.794766 1.120000 0.000000 -0.381966 -1.958800 10.017857
1.262122 0.791039 1.120000 0.000000 -0.401554 -2.007770 10.026786
1.271327 0.787130 1.120000 0.000000 -0.421632 -2.056740 10.035714
1.280451 0.783038 1.120000 0.000000 -0.442199 -2.105710 10.044643
1.289489 0.778758 1.120000 0.000000 -0.463256 -2.154680 10.053571
1.298435 0.774290 1.120000 0.000000 -0.484803 -2.203650 10.062500
1.307283 0.769629 1.120000 0.000000 -0.506839 -2.252620 10.071429
1.316026 0.764775 1.120000 0.000000 -0.529366 -2.301590 10.080357
1.324657 0.759725 1.120000 0.000000 -0.552382 -2.350560 10.089286
1.333170 0.754478 1.120000 0.000000 -0.575887 -2.399530 10.098214
1.341557 0.749032 1.120000 0.000000 -0.599882 -2.448500 10.107143
1.349811 0.743387 1.120000 0.000000 -0.624367 -2.497470 10.116071
1.357924 0.737541 1.120000 0.000000 -0.649342 -2.546440 10.125000
1.365889 0.731494 1.120000 0.000000 -0.674807 -2.595410 10.133929
1.373697 0.725247 1.120000 0.000000 -0.700761 -2.644380 10.142857
1.381341 0.718799 1.120000 0.000000 -0.727204 -2.693350 10.151786
1.388811 0.712151 1.120000 0.000000 -0.754138 -2.742320 10.160714
1.396100 0.705305 1.120000 0.000000 -0.781561 -2.791290 10.169643
1.403198 0.698261 1.120000 0.000000 -0.809474 -2.840260 10.178571
